file,producer,institutional,score_P0_published,score_P1_converter_excl,score_P2_authoring_only,score_P3_author_or_editor
184817.pdf,Acrobat Distiller 7.0.5 (Windows),False,0,0,0,0
184818.pdf,Antenna House PDF Output Library 2.4.0 (Linux),False,2,2,2,2
184821.pdf,Acrobat PDFWriter 4.0 for Windows,False,2,2,2,2
184822.pdf,Acrobat Distiller 3.01 for Windows,True,5,2,2,2
184823.pdf,Acrobat Distiller 5.0.5 (Windows),False,0,0,0,0
184824.pdf,iText1.1 by lowagie.com (based on itext-paulo-142),False,0,0,0,0
184830.pdf,Acrobat Distiller 2.1 for Windows,False,0,0,0,0
184831.pdf,Acrobat Elements 7.0.5 (Windows),False,0,0,0,0
184841.pdf,Adobe PDF Library 6.0,False,2,2,2,2
184855.pdf,Acrobat PDFWriter 3.0 for Windows,False,0,0,0,0
184858.pdf,Acrobat Distiller 7.0.5 (Windows),False,0,0,0,0
184897.pdf,Acrobat PDFWriter 4.05 for Windows NT,False,0,0,0,0
184918.pdf,Acrobat Distiller 5.0 (Windows),False,0,0,0,0
184932.pdf,Acrobat Distiller 8.1.0 (Windows),False,0,0,0,0
184934.pdf,Acrobat Distiller 7.0.5 (Windows),False,0,0,0,0
184938.pdf,Acrobat Distiller 7.0.5 (Windows),False,0,0,0,0
184939.pdf,Acrobat Distiller 5.0.5 (Windows),False,0,0,0,0
184940.pdf,Acrobat Distiller Command 3.02b for Solaris 2.3 and later (SPARC),False,2,2,2,2
184941.pdf,Acrobat Distiller 7.0.5 (Windows),False,0,0,0,0
184942.pdf,Acrobat Distiller 7.0.5 (Windows),False,0,0,0,0
184943.pdf,Acrobat Distiller 7.0 (Windows),False,0,0,0,0
184944.pdf,StampPDF Batch 2.7 for Solaris - SPDF 1045,False,2,2,2,2
184945.pdf,Acrobat Distiller 7.0 (Windows),False,0,0,0,0
184946.pdf,Acrobat Distiller 6.0.1 (Windows),False,0,0,0,0
184947.pdf,Antenna House PDF Output Library 2.4.0 (Linux),False,2,2,2,2
184948.pdf,Acrobat Distiller 8.0.0 (Windows),False,0,0,0,0
184949.pdf,Acrobat Distiller 5.0.5 (Windows),False,0,0,0,0
184975.pdf,Acrobat Distiller 7.0.5 (Windows),False,0,0,0,0
184976.pdf,Acrobat PDFWriter 4.05 for Windows,False,2,2,2,2
184977.pdf,PDFlib PLOP 2.0.0p4 (SunOS)/Acrobat Distiller 5.0.5 (Windows),False,0,0,0,0
184978.pdf,StampPDF Batch 4.0.4 Solaris SPDF_1096+ May  4 2004,False,0,0,0,0
184979.pdf,Acrobat Distiller Command 3.01 for Solaris 2.3 and later (SPARC),False,0,0,0,0
184980.pdf,Acrobat Distiller Command 3.01 for Solaris 2.3 and later (SPARC),False,0,0,0,0
184981.pdf,OpenOffice.org 2.0,False,0,0,0,0
184982.pdf,Acrobat Distiller 7.0.5 (Windows),False,0,0,0,0
184983.pdf,,False,2,2,2,2
184984.pdf,Acrobat PDFWriter 3.0 for Windows,False,0,0,0,0
184985.pdf,Antenna House PDF Output Library 2.4.0 (Linux),False,2,2,2,2
202042.pdf,Creo Normalizer JTP,False,0,0,0,0
202079.pdf,Acrobat Distiller 3.01 for Power Macintosh,False,0,0,0,0
202080.pdf,Acrobat Distiller 4.0 for Macintosh,False,0,0,0,0
202081.pdf,Acrobat Distiller 8.0.0 (Windows),False,0,0,0,0
202097.pdf,Acrobat Distiller 1.0.2 for Macintosh,False,0,0,0,0
202107.pdf,Canon iR3570/iR4570             ,False,0,0,0,0
202110.pdf,Acrobat PDFWriter 2.01 for Windows,False,0,0,0,0
202125.pdf,Acrobat Distiller 6.0.1 (Windows),False,0,0,0,0
202129.pdf,www.adlibsoftware.com:EXS3167-Windows XP,False,0,0,0,0
202191.pdf,Acrobat Distiller 4.0 for Windows,False,0,0,0,0
202193.pdf,Acrobat Distiller 5.0.5 (Windows),True,5,2,2,2
202195.pdf,Acrobat Distiller 6.0.1 (Windows),False,0,0,0,0
202196.pdf,Acrobat Distiller 6.0 (Windows),False,0,0,0,0
202197.pdf,www.adlibsoftware.com:EXS3185-Windows 2003:TNG,False,0,0,0,0
202198.pdf,Acrobat Distiller 5.0 (Windows),False,2,2,2,2
202199.pdf,EFI Cyclone,False,0,0,0,0
202200.pdf,Corel PDF Engine Version 11.4.0.100,False,0,0,0,0
202201.pdf,Acrobat Distiller 7.0.5 (Windows),False,2,2,2,2
202202.pdf,Corel PDF Engine Version 11.321,False,0,0,0,0
202203.pdf,Acrobat Distiller 4.05 for Windows,False,2,2,2,2
202204.pdf,JAWS PDFLib,False,0,0,0,0
202205.pdf,JAWS PDFLib,False,2,2,2,2
202206.pdf,Acrobat Distiller 7.0.5 (Windows),False,0,0,0,0
202207.pdf,Acrobat PDFWriter 5.0 for Windows NT,False,0,0,0,0
202208.pdf,Acrobat PDFWriter 2.01 for Windows,False,0,0,0,0
202209.pdf,Acrobat Distiller 7.0.5 (Windows),False,0,0,0,0
202210.pdf,"Etymon PJ 1.10, Copyright (C) 1998-2000 Etymon Systems, Inc. <http://www.etymon.com/>. ",False,0,0,0,0
202211.pdf,Acrobat Distiller 7.0.5 (Windows),False,2,2,2,2
202212.pdf,Acrobat Distiller 5.0 (Windows),False,0,0,0,0
202131.pdf,Acrobat PDFWriter 4.05 for Windows NT,False,0,0,0,0
202135.pdf,Acrobat Distiller 3.01 for Windows,False,0,0,0,0
202138.pdf,Acrobat Distiller 6.0 (Windows),False,2,2,2,2
202140.pdf,Acrobat Distiller 7.0.5 (Windows),False,0,0,0,0
202143.pdf,QuarkXPress(tm) 6.5,False,0,0,0,0
202144.pdf,Corel PDF Engine Version 11.2.0.239,False,0,0,0,0
202146.pdf,Acrobat Distiller 6.0.1 (Windows),False,0,0,0,0
202148.pdf,Acrobat Distiller 3.0 for Power Macintosh,False,0,0,0,0
202149.pdf,Acrobat Distiller 4.0 for Windows,False,0,0,0,0
202155.pdf,Acrobat PDFWriter 4.05 for Windows NT,False,0,0,0,0
202159.pdf,AFPL Ghostscript 8.50,False,0,0,0,0
202164.pdf,Acrobat Distiller 5.0.5 (Windows),False,0,0,0,0
202171.pdf,Acrobat Distiller 7.0 (Windows),False,0,0,0,0
202182.pdf,FDFMerge Lite 5.0.4 Windows SPDF_1096+ May  3 2004,False,2,2,2,2
202183.pdf,,False,2,2,2,2
202184.pdf,FDFMerge Lite 5.0.4 Windows SPDF_1096+ May  3 2004,False,2,2,2,2
202186.pdf,Acrobat Distiller 7.0 (Windows),False,0,0,0,0
202187.pdf,Adobe Acrobat 8.0 Paper Capture Plug-in,False,0,0,0,0
202188.pdf,Acrobat Distiller 8.1.0 (Windows),False,0,0,0,0
202190.pdf,Acrobat Distiller 5.0.5 (Windows),False,0,0,0,0
202213.pdf,Corel PDF Engine Version 11.4.0.100,False,0,0,0,0
202214.pdf,Corel PDF Engine Version 11.2.0.239,False,2,2,2,2
202215.pdf,ECMP5,False,0,0,0,0
202216.pdf,Acrobat Distiller 6.0.1 (Windows),False,0,0,0,0
202217.pdf,Corel PDF Engine Version 11.321,False,2,2,2,2
202218.pdf,Acrobat Distiller 7.0.5 (Windows),False,0,0,0,0
202219.pdf,Acrobat Distiller 7.0 (Windows),False,2,2,2,2
202220.pdf,Acrobat Distiller 5.0 (Windows),False,2,2,2,2
202221.pdf,Data Dynamics ActiveReports (tm) for .NET,False,2,2,2,2
202224.pdf,Acrobat Distiller 5.0 (Windows),False,2,2,2,2
202225.pdf,Acrobat Distiller 7.0.5 (Windows),False,2,2,2,2
202232.pdf,Acrobat Distiller 7.0.5 (Windows),False,2,2,2,2
202235.pdf,Mac OS X 10.4.9 Quartz PDFContext,False,0,0,0,0
202264.pdf,Acrobat Distiller 5.0.5 (Windows),False,0,0,0,0
202269.pdf,Adobe PDF Library 7.0,False,0,0,0,0
202287.pdf,Acrobat Distiller 2.1 for Windows,False,2,2,2,2
202290.pdf,Acrobat Distiller 5.0.5 (Windows),False,0,0,0,0
202306.pdf,Acrobat Distiller 8.1.0 (Windows),False,0,0,0,0
202335.pdf,Adobe PDF Library 4.0,False,0,0,0,0
202364.pdf,Acrobat Distiller 4.0 for Windows,False,2,2,2,2
202386.pdf,Acrobat PDFWriter 4.05 for Windows NT,False,0,0,0,0
202387.pdf,Acrobat Distiller 5.0.5 for Macintosh,False,0,0,0,0
202388.pdf,Acrobat Distiller 5.0 (Windows),False,0,0,0,0
202389.pdf,Acrobat PDFWriter 4.05 for Windows NT,False,0,0,0,0
202390.pdf,Acrobat Distiller 7.0.5 (Windows),False,0,0,0,0
202391.pdf,Acrobat Distiller Command 3.02b for Solaris 2.3 and later (SPARC),False,0,0,0,0
202392.pdf,Acrobat Distiller 7.0.5 (Windows),False,0,0,0,0
202394.pdf,Acrobat Distiller 7.0 (Windows),False,0,0,0,0
202396.pdf,Acrobat Distiller 5.0 (Windows),False,0,0,0,0
202397.pdf,Acrobat PDFWriter 3.02 for Windows NT,False,0,0,0,0
202435.pdf,Acrobat Distiller 6.0 (Windows),False,0,0,0,0
202449.pdf,Acrobat Distiller 4.0 for Windows,False,0,0,0,0
202454.pdf,Acrobat Net Distiller 1.0 for Windows,False,0,0,0,0
202456.pdf,Acrobat Distiller 5.0.5 (Windows),False,2,2,2,2
202462.pdf,Acrobat Net Distiller 1.0 for Windows,False,0,0,0,0
202463.pdf,Acrobat PDFWriter 4.05 for Windows NT,False,0,0,0,0
202467.pdf,Acrobat PDFWriter 4.05 for Windows NT,False,0,0,0,0
202476.pdf,OpenOffice.org 1.1.3,False,0,0,0,0
202479.pdf,,False,0,0,0,0
202487.pdf,Acrobat Net Distiller 1.0 for Windows,False,0,0,0,0
202365.pdf,Acrobat Distiller 8.0.0 (Windows),False,0,0,0,0
202366.pdf,Acrobat PDFWriter 4.05 for Windows NT,False,0,0,0,0
202367.pdf,Acrobat Distiller 6.0.1 (Windows),False,0,0,0,0
202368.pdf,Corel PDF Engine Version 9.654,False,0,0,0,0
202369.pdf,Acrobat Distiller 5.0.5 for Macintosh,False,0,0,0,0
202370.pdf,Acrobat Distiller 4.05 for Windows,False,0,0,0,0
202372.pdf,Acrobat Distiller 5.0 (Windows),False,0,0,0,0
202373.pdf,Acrobat Distiller 4.0 for Windows,False,2,2,2,2
202374.pdf,Acrobat Distiller 3.0 for Power Macintosh,False,0,0,0,0
202375.pdf,Acrobat Distiller 5.0.5 (Windows),False,0,0,0,0
202376.pdf,Acrobat Distiller 7.0.5 (Windows),False,0,0,0,0
202377.pdf,Acrobat Distiller 4.05 for Windows,False,0,0,0,0
202378.pdf,Acrobat Distiller 7.0.5 (Windows),False,0,0,0,0
202379.pdf,Acrobat Distiller 3.01 for Windows,False,2,2,2,2
202380.pdf,Acrobat Distiller 3.0 for Windows,False,0,0,0,0
202381.pdf,Acrobat Distiller 6.0.1 (Windows),False,0,0,0,0
202382.pdf,itext-paulo-138 (itextpdf.sf.net-lowagie.com),False,0,0,0,0
202383.pdf,Acrobat Distiller 4.05 for Windows,False,2,2,2,2
202384.pdf,Acrobat Distiller 5.0 (Windows),False,0,0,0,0
202385.pdf,Corel PDF Engine Version 11.245,False,0,0,0,0
184951.pdf,Acrobat Distiller 5.0.2 for Macintosh,False,0,0,0,0
184953.pdf,Acrobat Distiller 5.0.5 for Macintosh,False,0,0,0,0
184955.pdf,Acrobat PDFWriter 3.02 for Windows,False,0,0,0,0
184957.pdf,Acrobat Distiller 6.0 (Windows),False,2,2,2,2
184958.pdf,Acrobat Distiller Command 3.01 for Solaris 2.3 and later (SPARC),False,0,0,0,0
184959.pdf,Adobe PDF Library 4.0,False,0,0,0,0
184960.pdf,Adobe PDF Library 4.0,False,0,0,0,0
184961.pdf,Acrobat Distiller 5.0 (Windows),False,0,0,0,0
184962.pdf,Acrobat PDFWriter 3.02 for Windows NT,False,0,0,0,0
184963.pdf,http://www.freepdfconvert.com,False,0,0,0,0
184964.pdf,Acrobat PDFWriter 4.05 for Windows NT,False,0,0,0,0
184965.pdf,Acrobat Distiller 5.0.5 (Windows),False,0,0,0,0
184966.pdf,Acrobat Distiller 4.0 for Macintosh,False,2,2,2,2
184967.pdf,Acrobat Distiller 5.0 (Windows),False,0,0,0,0
184969.pdf,Acrobat PDFWriter 4.05 for Windows NT,False,0,0,0,0
184970.pdf,Adobe PDF Library 4.0,False,0,0,0,0
184971.pdf,Acrobat PDFWriter 3.0 for Power Macintosh,False,0,0,0,0
184972.pdf,捁潲慢⁴⸴㔰䤠灭牯⁴汐杵椭潦楗摮睯s,False,2,2,2,2
184973.pdf,Acrobat Distiller 7.0.5 (Windows),False,0,0,0,0
184974.pdf,Acrobat Distiller 3.01 for Power Macintosh,False,0,0,0,0
202539.pdf,Acrobat Distiller 6.0.1 (Windows),False,0,0,0,0
202540.pdf,Mac OS X 10.4.11 Quartz PDFContext,False,0,0,0,0
202541.pdf,Acrobat Distiller 5.0 (Windows),False,0,0,0,0
202542.pdf,Acrobat Distiller 5.0.5 for Macintosh,False,2,2,2,2
202543.pdf,dvips + ESP Ghostscript 815.02,False,0,0,0,0
202544.pdf,Acrobat Distiller 5.0.5 (Windows),False,2,2,2,2
202545.pdf,Acrobat Distiller 5.0.5 (Windows),False,0,0,0,0
202546.pdf,JAWS PDFLib,False,0,0,0,0
202547.pdf,Adobe PDF Library 5.0,False,0,0,0,0
202548.pdf,Adobe PDF Library 7.0,False,0,0,0,0
202549.pdf,AFPL Ghostscript 7.0,False,0,0,0,0
202550.pdf,Acrobat Distiller 5.0 (Windows),False,0,0,0,0
202551.pdf,Acrobat PDFWriter 3.02 for Windows NT,False,0,0,0,0
202552.pdf,Acrobat Distiller 4.05 for Macintosh,False,0,0,0,0
202553.pdf,ScanSoft PDF Create! 3,False,0,0,0,0
202554.pdf,Acrobat PDFWriter 3.03 for Windows,False,0,0,0,0
202555.pdf,Acrobat Distiller 4.0 for Windows,False,0,0,0,0
202557.pdf,Acrobat Distiller 8.0.0 (Windows),False,0,0,0,0
202558.pdf,Data Dynamics ActiveReports (tm) for .NET,False,0,0,0,0
202559.pdf,APSetDocInfo 1.9 Solaris SPDF_1086 Aug  7 2003,False,2,2,2,2
202560.pdf,Acrobat Distiller Command 3.01 for Solaris 2.3 and later (SPARC),False,0,0,0,0
202561.pdf,Acrobat Distiller 6.0 (Windows),False,0,0,0,0
202562.pdf,Acrobat Distiller 5.0 (Windows),False,0,0,0,0
202563.pdf,Acrobat Distiller 6.0 (Windows),False,0,0,0,0
202564.pdf,Acrobat PDFWriter 4.05 for Windows NT,False,0,0,0,0
202565.pdf,Acrobat Distiller 5.0 (Windows),False,2,2,2,2
202566.pdf,Acrobat Distiller 8.1.0 (Windows),False,0,0,0,0
202567.pdf,Acrobat PDFWriter 4.05 for Windows NT,False,0,0,0,0
202568.pdf,Acrobat Distiller 6.0 (Windows),False,0,0,0,0
202569.pdf,Acrobat PDFWriter 3.0.1 for Power Macintosh,False,0,0,0,0
202743.pdf,dvips + AFPL Ghostscript 8.11,False,0,0,0,0
202744.pdf,Acrobat Distiller 5.0 (Windows),False,0,0,0,0
202745.pdf,Acrobat Distiller 4.05 for Sparc Solaris,False,2,2,2,2
202746.pdf,Acrobat Distiller 5.0.5 (Windows),False,0,0,0,0
202747.pdf,Acrobat Distiller 5.0 (Windows),False,2,2,2,2
202748.pdf,Acrobat Distiller 6.0 (Windows),False,0,0,0,0
202749.pdf,GNU Ghostscript 7.07,False,0,0,0,0
202750.pdf,AFPL Ghostscript 7.0,False,0,0,0,0
202751.pdf,AFPL Ghostscript 7.0,False,0,0,0,0
202752.pdf,ESP Ghostscript 815.03,False,0,0,0,0
202895.pdf,Acrobat Distiller 5.0 (Windows),False,0,0,0,0
202896.pdf,Acrobat Distiller 5.0.5 (Windows),False,0,0,0,0
202902.pdf,Acrobat Distiller 7.0.5 (Windows),False,0,0,0,0
202905.pdf,Acrobat Distiller 3.0 for Power Macintosh,False,0,0,0,0
202943.pdf,Acrobat PDFWriter 4.0 for Windows,False,2,2,2,2
202944.pdf,Acrobat Distiller 7.0 (Windows),False,0,0,0,0
202946.pdf,Acrobat PDFWriter 4.0 for Windows,False,0,0,0,0
202947.pdf,Corel PDF Engine Version 10.517,False,0,0,0,0
202948.pdf,Acrobat Distiller 4.05 for Windows,False,0,0,0,0
202949.pdf,Acrobat Distiller 5.0.5 (Windows),False,0,0,0,0
202950.pdf,Acrobat Distiller 7.0.5 (Windows),False,0,0,0,0
202951.pdf,Acrobat Distiller 3.0 for Power Macintosh,False,0,0,0,0
202952.pdf,Acrobat Distiller 7.0 (Windows),False,0,0,0,0
202953.pdf,Acrobat Distiller 6.0 (Windows),False,2,2,2,2
202954.pdf,Corel PDF Engine Version 10.990,False,2,2,2,2
202955.pdf,Acrobat Distiller 5.0.5 (Windows),False,0,0,0,0
202956.pdf,Acrobat Distiller 7.0.5 (Windows),False,2,2,2,2
202957.pdf,,False,0,0,0,0
202958.pdf,Acrobat PDF Writer 1.0 for Macintosh ,False,0,0,0,0
202959.pdf,Acrobat Distiller 7.0.5 (Windows),False,0,0,0,0
202960.pdf,Acrobat Distiller 5.0 (Windows),False,0,0,0,0
202961.pdf,Acrobat Distiller 7.0.5 (Windows),False,0,0,0,0
202962.pdf,Acrobat Distiller 6.0.1 (Windows),False,0,0,0,0
202963.pdf,www.inputsolutions.com,False,0,0,0,0
202964.pdf,Acrobat Net Distiller 1.0 for Windows,False,0,0,0,0
202965.pdf,Mac OS X 10.4.8 Quartz PDFContext,False,0,0,0,0
202966.pdf,Acrobat Distiller 6.0.1 (Windows),False,0,0,0,0
202967.pdf,Acrobat PDFWriter 5.0 for Windows NT,False,0,0,0,0
202968.pdf,Acrobat Distiller 4.05 for Windows,False,0,0,0,0
202969.pdf,Acrobat Distiller 8.0.0 (Windows),False,2,2,2,2
202970.pdf,Acrobat PDFWriter 5.0 for Windows NT,False,0,0,0,0
202971.pdf,Acrobat Distiller 3.01 for Windows,False,0,0,0,0
202972.pdf,Acrobat Distiller 5.0.5 (Windows),False,0,0,0,0
202973.pdf,,False,0,0,0,0
202974.pdf,Pixel Translations (PIXPDF Ver.4.2.48),False,0,0,0,0
202975.pdf,Acrobat Distiller 4.0 for Windows,False,0,0,0,0
202986.pdf,Acrobat Distiller 3.01 for Power Macintosh,False,0,0,0,0
202997.pdf,Acrobat PDFWriter 3.0 for Windows,False,0,0,0,0
334000.pdf,Acrobat Elements 7.0.5 (Windows),False,2,2,2,2
334001.pdf,Acrobat Distiller Command 3.02b for Solaris 2.3 and later (SPARC),False,0,0,0,0
334002.pdf,Acrobat Distiller 7.0 (Windows),False,0,0,0,0
334006.pdf,,False,0,0,0,0
334007.pdf,Acrobat PDFWriter 3.02 for Windows,False,0,0,0,0
334008.pdf,JAWS PDFLib,False,0,0,0,0
334009.pdf,JAWS PDFLib,False,0,0,0,0
334010.pdf,Corel PDF Engine Version 11.4.0.100,False,0,0,0,0
334011.pdf,Corel PDF Engine Version 9.654,True,0,0,0,0
334012.pdf,Corel PDF Engine Version 11.4.0.100,True,0,0,0,0
334013.pdf,Acrobat Distiller 6.0 (Windows),False,0,0,0,0
334014.pdf,Acrobat Distiller 6.0.1 (Windows),False,0,0,0,0
334015.pdf,Acrobat Distiller 6.0 (Windows),False,0,0,0,0
334016.pdf,Acrobat PDFWriter 4.05 for Windows NT,False,0,0,0,0
334017.pdf,Acrobat Distiller 6.0 (Windows),False,0,0,0,0
334018.pdf, ,False,0,0,0,0
334019.pdf,Acrobat Distiller 6.0.1 (Windows),False,0,0,0,0
334020.pdf,Adobe Acrobat 6.0.2 Paper Capture,False,0,0,0,0
334021.pdf,Acrobat Distiller 4.05 for Windows,False,2,2,2,2
334023.pdf,Acrobat Distiller 5.0 (Windows),False,0,0,0,0
334024.pdf,Acrobat Distiller 5.0.5 (Windows),False,2,2,2,2
334025.pdf,Acrobat Distiller 8.1.0 (Windows),False,0,0,0,0
202753.pdf,Acrobat Distiller 5.0 (Windows),False,0,0,0,0
202754.pdf,Adobe Acrobat 8.1 Paper Capture Plug-in,False,0,0,0,0
202755.pdf,AFPL Ghostscript 8.13,False,0,0,0,0
202756.pdf,Acrobat Distiller 5.0.5 (Windows),False,0,0,0,0
202757.pdf,Acrobat Distiller 4.05 for Sparc Solaris,False,2,2,2,2
202758.pdf,Acrobat Distiller Command 3.0 for Solaris 2.3 and later (SPARC),False,0,0,0,0
202759.pdf,Acrobat Distiller 4.05 for Windows,False,0,0,0,0
202760.pdf,pdfTeX-1.10b,False,0,0,0,0
202761.pdf,Acrobat Distiller 3.01 for Windows,False,0,0,0,0
202762.pdf,AFPL Ghostscript CVS PRE-RELEASE 7.10,False,0,0,0,0
202763.pdf,Adobe PDF Library 7.0,False,0,0,0,0
202764.pdf,Acrobat Distiller 5.0 (Windows),False,0,0,0,0
202765.pdf,Adobe PDF Library 5.0,False,0,0,0,0
202766.pdf,Acrobat Distiller 5.0.5 (Windows),False,0,0,0,0
202767.pdf,Acrobat Distiller 6.0 (Windows),False,0,0,0,0
202768.pdf,Acrobat Distiller Command 3.0 for Solaris 2.3 and later (SPARC),False,0,0,0,0
202769.pdf,Acrobat Distiller 6.0.1 (Windows),False,2,2,2,2
202770.pdf,dvips + ESP Ghostscript 815.02,False,0,0,0,0
202771.pdf,Acrobat Distiller 5.0.5 (Windows),False,0,0,0,0
202772.pdf,Mac OS X 10.4.10 Quartz PDFContext,False,0,0,0,0
334108.pdf, ,False,0,0,0,0
334115.pdf,Acrobat PDFWriter 4.0 for Windows NT,False,0,0,0,0
334120.pdf,Acrobat Distiller 4.05 for Macintosh,False,0,0,0,0
334123.pdf,Acrobat Distiller 6.0.1 (Windows),False,0,0,0,0
334130.pdf,Acrobat Distiller 7.0 (Windows),False,0,0,0,0
334131.pdf,Acrobat Distiller 5.0.5 (Windows),False,0,0,0,0
334132.pdf,Acrobat Distiller 4.0 for Windows,False,0,0,0,0
334133.pdf,Acrobat Distiller 7.0.5 (Windows),False,0,0,0,0
334134.pdf,Acrobat Distiller 4.0 for Windows,False,0,0,0,0
334135.pdf,Acrobat Distiller 4.0 for Windows,False,0,0,0,0
334136.pdf,Acrobat Distiller 7.0 (Windows),False,0,0,0,0
334137.pdf,Acrobat Distiller 7.0.5 (Windows),False,0,0,0,0
334138.pdf,Acrobat Distiller 7.0.5 (Windows),False,0,0,0,0
334139.pdf,Acrobat Distiller 7.0.5 (Windows),False,0,0,0,0
334140.pdf,Acrobat Distiller 5.0 (Windows),False,0,0,0,0
334141.pdf,Acrobat Distiller 4.05 for Windows,False,0,0,0,0
334142.pdf,Acrobat Distiller 5.0.5 for Macintosh,False,2,2,2,2
334143.pdf,Acrobat Distiller 7.0.5 (Windows),True,3,0,0,0
334144.pdf,"Etymon PJ 1.10, Copyright (C) 1998-2000 Etymon Systems, Inc. <http://www.etymon.com/>. ",False,0,0,0,0
334145.pdf,Acrobat Distiller 3.01 for Windows,False,0,0,0,0
202497.pdf,GNU Ghostscript 7.07,False,0,0,0,0
202501.pdf,GPL Ghostscript 8.61,False,2,2,2,2
202503.pdf,Acrobat Net Distiller 1.0 for Windows,False,2,2,2,2
202505.pdf,JAWS PDFLib,False,0,0,0,0
202518.pdf,Acrobat Distiller 7.0.5 (Windows),False,0,0,0,0
202519.pdf,Mac OS X 10.4.8 Quartz PDFContext,False,0,0,0,0
202520.pdf,Acrobat Distiller 6.0 (Windows),False,0,0,0,0
202522.pdf,GPL Ghostscript 8.61,False,0,0,0,0
202525.pdf,Acrobat Distiller 8.1.0 (Windows),False,0,0,0,0
202526.pdf,Acrobat Distiller 5.0 (Windows),False,0,0,0,0
202527.pdf,Acrobat PDFWriter 3.03 for Windows,False,0,0,0,0
202528.pdf,Acrobat Distiller 7.0.5 (Windows),False,2,2,2,2
202529.pdf,Acrobat Distiller 5.0 (Windows),False,0,0,0,0
202531.pdf,Acrobat Distiller 5.0 (Windows),False,0,0,0,0
202532.pdf,Acrobat Distiller 8.1.0 (Windows),False,0,0,0,0
202533.pdf,Acrobat PDFWriter 5.0 for Windows NT,False,0,0,0,0
202534.pdf,Acrobat Distiller 5.0 (Windows),False,0,0,0,0
202535.pdf,Acrobat Distiller 5.0.5 (Windows),False,0,0,0,0
202536.pdf,Acrobat Distiller 4.05 for Windows,False,0,0,0,0
202538.pdf,,False,0,0,0,0
202774.pdf,Acrobat Distiller 7.0.5 (Windows),False,0,0,0,0
202775.pdf,GNU Ghostscript 7.07,False,0,0,0,0
202776.pdf,Acrobat Distiller 4.05 for Windows,False,0,0,0,0
202777.pdf,Adobe PDF Library 8.0,False,0,0,0,0
202778.pdf,Acrobat Distiller 5.0 (Windows),False,0,0,0,0
202779.pdf,Acrobat Distiller 8.1.0 (Macintosh),False,0,0,0,0
202780.pdf,Acrobat Distiller Command 2.1 for SunOS/Solaris (SPARC),False,0,0,0,0
202781.pdf,Acrobat Distiller 7.0 (Windows),False,2,2,2,2
202783.pdf,Acrobat Distiller 5.0.5 (Windows),False,0,0,0,0
202784.pdf,Acrobat Distiller 7.0.5 (Windows),False,2,2,2,2
202785.pdf,dvips + AFPL Ghostscript CVS PRE-RELEASE 8.01,False,0,0,0,0
202786.pdf,GNU Ghostscript 7.07,False,0,0,0,0
202787.pdf,Acrobat Distiller 3.01 for Power Macintosh,False,0,0,0,0
202788.pdf,Acrobat Distiller 3.01 for Windows,False,0,0,0,0
202789.pdf,AFPL Ghostscript 8.11,False,0,0,0,0
202790.pdf,pdfTeX-1.11b,False,0,0,0,0
202791.pdf,Acrobat Distiller 8.1.0 (Windows),False,0,0,0,0
202792.pdf,Mac OS X 10.4.6 Quartz PDFContext,False,0,0,0,0
202874.pdf,Acrobat Distiller 6.0 (Windows),True,3,0,0,0
202894.pdf,Adobe PDF Library 7.0,False,0,0,0,0
334333.pdf,Acrobat PDFWriter 5.0 for Windows NT,False,0,0,0,0
334335.pdf,Acrobat Distiller 7.0.5 (Windows),False,2,2,2,2
334336.pdf,Acrobat PDFWriter 4.0 for Windows,False,0,0,0,0
334337.pdf,Acrobat Distiller 5.0.5 for Macintosh,False,0,0,0,0
334338.pdf,Acrobat PDFWriter 4.05 for Windows NT,False,0,0,0,0
334339.pdf,dvips + Distiller,False,0,0,0,0
334340.pdf,Acrobat Distiller 6.0.1 (Windows),False,0,0,0,0
334341.pdf,Acrobat PDFWriter 4.0 for Windows,False,2,2,2,2
334342.pdf,Acrobat Distiller 8.0.0 (Windows),False,0,0,0,0
334343.pdf,Acrobat Distiller 5.0.5 (Windows),False,0,0,0,0
334344.pdf,Acrobat Distiller 5.0.5 (Windows),False,0,0,0,0
334346.pdf,Acrobat Distiller 7.0.5 (Windows),False,0,0,0,0
334347.pdf,Acrobat Distiller 6.0 (Windows),False,0,0,0,0
334348.pdf,Acrobat Distiller 6.0 (Windows),False,2,2,2,2
334349.pdf,Acrobat Distiller 8.1.0 (Windows),False,0,0,0,0
334350.pdf,Aladdin Ghostscript 6.01,False,0,0,0,0
334351.pdf,Acrobat Distiller 5.0 (Windows),False,0,0,0,0
334353.pdf,Mac OS X 10.3.4 Quartz PDFContext,False,0,0,0,0
334354.pdf,Acrobat Distiller 6.0.1 (Windows),False,0,0,0,0
334355.pdf,Acrobat Distiller 6.0 (Windows),False,0,0,0,0
334356.pdf,Acrobat PDFWriter 5.0 for Windows NT,False,0,0,0,0
334357.pdf,Corel PDF Engine Version 9.654,False,0,0,0,0
334358.pdf,Acrobat Distiller 4.0 for Windows,False,0,0,0,0
334360.pdf,Acrobat Distiller 7.0.5 (Windows),False,0,0,0,0
334361.pdf,Acrobat Distiller 5.0.5 (Windows),False,2,2,2,2
334362.pdf,Acrobat Distiller 4.0 for Windows,False,2,2,2,2
334363.pdf,Acrobat PDFWriter 3.02 for Windows,False,0,0,0,0
